energon_total_in_power_mW,energon_cpu_in_power_mW,energon_gpu_in_power_mW,energon_cpu_total_usage_percentage,energon_gpu_total_usage_percentage,energon_ram_used_percentage,timestamp
50000,19968,19968,96.41068447412354,0.0,71.85233903378767,1688528323.378
50000,19968,19968,96.41068447412354,0.0,71.85233903378767,1688528323.378
50000,19968,19968,97.83873649210308,0.0,71.84230119394103,1688528324.382
50000,19968,19968,97.83873649210308,0.0,71.84230119394103,1688528324.382
50000,19968,19968,97.16430358632194,0.0,71.84557051582492,1688528325.384
50000,19968,19968,97.16430358632194,0.0,71.84557051582492,1688528325.384
50000,19968,19968,97.16430358632194,0.0,71.84557051582492,1688528326.386
50000,19968,19968,97.16430358632194,0.0,71.84557051582492,1688528326.386
50000,19968,19968,97.3288814691152,0.0,71.84285033785122,1688528327.388
50000,19968,19968,97.3288814691152,0.0,71.84285033785122,1688528327.388
50000,19968,19968,97.49582637729549,0.0,71.84297804573731,1688528328.391
50000,19968,19968,97.49582637729549,0.0,71.84297804573731,1688528328.391
50000,19968,19968,99.16805324459234,0.0,71.84642615866173,1688528329.394
50000,19968,19968,99.16805324459234,0.0,71.84642615866173,1688528329.394
50000,19968,19968,99.16805324459234,0.0,71.84642615866173,1688528330.398
50000,19968,19968,99.16805324459234,0.0,71.84642615866173,1688528330.398
50000,19968,19968,97.66860949208991,0.0,71.84868658824551,1688528331.4
50000,19968,19968,97.66860949208991,0.0,71.84868658824551,1688528331.4
50000,19968,19968,97.24770642201834,0.0,71.85112580886982,1688528332.401
50000,19968,19968,97.24770642201834,0.0,71.85112580886982,1688528332.401
50000,19968,19968,97.3399833748961,0.0,71.85055112338242,1688528333.404
50000,19968,19968,97.3399833748961,0.0,71.85055112338242,1688528333.404
50000,19968,19968,97.3399833748961,0.0,71.85055112338242,1688528334.405
50000,19968,19968,97.3399833748961,0.0,71.85055112338242,1688528334.405
50000,19968,19968,98.17123857024106,0.0,71.85514860728165,1688528335.407
50000,19968,19968,98.17123857024106,0.0,71.85514860728165,1688528335.407
50000,19968,19968,96.33943427620632,0.0,71.84777986225428,1688528336.409
50000,19968,19968,96.33943427620632,0.0,71.84777986225428,1688528336.409
50000,19968,19968,95.6953642384106,0.0,71.84883983770882,1688528337.411
50000,19968,19968,95.6953642384106,0.0,71.84883983770882,1688528337.411
50000,19968,19968,95.6953642384106,0.0,71.84883983770882,1688528338.413
50000,19968,19968,95.6953642384106,0.0,71.84883983770882,1688528338.413
50000,19968,19968,96.27174813587406,0.0,71.8525050540396,1688528339.416
50000,19968,19968,96.27174813587406,0.0,71.8525050540396,1688528339.416
50000,19968,19968,97.33333333333334,0.0,71.84712855203522,1688528340.418
50000,19968,19968,97.33333333333334,0.0,71.84712855203522,1688528340.418
50000,19968,19968,97.5103734439834,0.0,71.8473839678074,1688528341.421
50000,19968,19968,97.5103734439834,0.0,71.8473839678074,1688528341.421
50000,19968,19968,97.5103734439834,0.0,71.8473839678074,1688528342.424
50000,19968,19968,97.5103734439834,0.0,71.8473839678074,1688528342.424
50000,19968,19968,96.50291423813488,0.0,71.85249228325098,1688528343.426
50000,19968,19968,96.50291423813488,0.0,71.85249228325098,1688528343.426
50000,19968,19968,97.66666666666669,0.0,71.85408863182711,1688528344.428
50000,19968,19968,97.66666666666669,0.0,71.85408863182711,1688528344.428
50000,19968,19968,97.26594863297431,0.0,71.85147062016226,1688528345.431
50000,19968,19968,97.26594863297431,0.0,71.85147062016226,1688528345.431
50000,19968,19968,97.26594863297431,0.0,71.85147062016226,1688528346.434
50000,19968,19968,97.26594863297431,0.0,71.85147062016226,1688528346.434
50000,19968,19968,96.849087893864,0.0,71.84573653607684,1688528347.436
50000,19968,19968,96.849087893864,0.0,71.84573653607684,1688528347.436
50000,19968,19968,96.76079734219267,0.0,71.8465410957592,1688528348.438
50000,19968,19968,96.76079734219267,0.0,71.8465410957592,1688528348.438
50000,19968,19968,97.00996677740864,0.0,71.85069160205711,1688528349.44
50000,19968,19968,97.00996677740864,0.0,71.85069160205711,1688528349.44
50000,19968,19968,97.00996677740864,0.0,71.85069160205711,1688528350.442
50000,19968,19968,97.00996677740864,0.0,71.85069160205711,1688528350.442
50000,19968,19968,96.67497921862012,0.0,71.84788202856315,1688528351.445
50000,19968,19968,96.67497921862012,0.0,71.84788202856315,1688528351.445
50000,19968,19968,95.76059850374064,0.0,71.85076822678877,1688528352.449
50000,19968,19968,95.76059850374064,0.0,71.85076822678877,1688528352.449
50000,19968,19968,97.9966611018364,0.0,71.84571099449963,1688528353.451
50000,19968,19968,97.9966611018364,0.0,71.84571099449963,1688528353.451
50000,19968,19968,97.59136212624584,0.0,71.84581316080849,1688528354.452
50000,19968,19968,97.59136212624584,0.0,71.84581316080849,1688528354.452
50000,19968,19968,97.59136212624584,0.0,71.84581316080849,1688528355.454
50000,19968,19968,97.59136212624584,0.0,71.84581316080849,1688528355.454
50000,19968,19968,97.4979149291076,0.0,71.84835454774168,1688528356.457
50000,19968,19968,97.4979149291076,0.0,71.84835454774168,1688528356.457
50000,19968,19968,97.92013311148088,0.0,71.84903139953795,1688528357.459
50000,19968,19968,97.92013311148088,0.0,71.84903139953795,1688528357.459
50000,19968,19968,97.74624373956594,0.0,71.85157278647114,1688528358.461
50000,19968,19968,97.74624373956594,0.0,71.85157278647114,1688528358.461
50000,19968,19968,97.74624373956594,0.0,71.85157278647114,1688528359.462
50000,19968,19968,97.74624373956594,0.0,71.85157278647114,1688528359.462
50000,19968,19968,96.6722129783694,0.0,71.84749890490487,1688528360.463
